data-ai Intelligence
Report,Review - Summary
Report Generation Time,01/06/2023 08:37:48 PST
App,SHEIN-Fashion Shopping Online
Date,"2022-07-10, 2022-07-16"
Granularity,Daily
Rating Value,"1, 2, 3, 4, 5"
Language,Portuguese

Reviews,Reviews Content,Rating,Start Date,End Date,Review Product Version,Review Product Version Name,Language,Language Name
0006f42e-f97f-462e-a428-6adc200c2e63,"Minhas filhas sempre estão Comprando no aplicativo da SHEIN ,elas sempre ficam satisfeitas 😌",5,2022-07-10,2022-07-10,20600002127947_8.3.0,8.3.0,pt,Portuguese
001656bb-4c2f-4f25-ad7e-e0b1e6a489cd,"Eu Amo, SHEIN...",5,2022-07-14,2022-07-14,20600002127947_8.3.4,8.3.4,pt,Portuguese
002e1668-06ce-4a92-b697-64ef4e12c70e,"Produtos de qualidade, tempo habil na entrega e satisfação total dos clientes",5,2022-07-10,2022-07-10,20600002127947_Unknown,Unknown,pt,Portuguese
003bc254-8f38-459d-8d2b-4d6735af6342,As encomendas que fiz os tecidos eram de muito boa qualidade.,5,2022-07-15,2022-07-15,20600002127947_8.3.4,8.3.4,pt,Portuguese
005aa997-922b-46c1-8f1a-8d3fd4a9d3b4,Melhor app de Comprar roupa 🥰,5,2022-07-11,2022-07-11,20600002127947_Unknown,Unknown,pt,Portuguese
007ae1d8-3632-49ec-ad3b-88652e30c2e9,👍,5,2022-07-13,2022-07-13,20600002127947_8.3.4,8.3.4,pt,Portuguese
00803947-3844-4048-95bc-c17bbf581dd2,Até agora tem sido bom,5,2022-07-10,2022-07-10,20600002127947_Unknown,Unknown,pt,Portuguese
008ea5f8-2fe0-44c0-8763-296a2e7eef49,Me encanta!,5,2022-07-13,2022-07-13,20600002127947_8.3.4,8.3.4,pt,Portuguese
00997d5d-7217-4e63-aae2-17da8bd4ba5e,Gosto muito re realizar compras na Shein,5,2022-07-11,2022-07-11,20600002127947_Unknown,Unknown,pt,Portuguese
009a2abe-84af-479f-b791-e2ceee0a2eed,As compras chegam tudo certinho,3,2022-07-10,2022-07-10,20600002127947_Unknown,Unknown,pt,Portuguese
009e8bf7-49dc-41b4-a6db-eef03bb467e6,"Amo, entrega rápida com variedade e qualidade",5,2022-07-16,2022-07-16,20600002127947_8.3.4,8.3.4,pt,Portuguese
00b9152a-d18f-4ebd-83fc-0d17bf35a30c,Muito bom 😊,5,2022-07-15,2022-07-15,20600002127947_8.3.4,8.3.4,pt,Portuguese
00bd5eba-6816-4382-a44f-4c31d054690e,Maravilhoso amei o aplicativo,5,2022-07-10,2022-07-10,20600002127947_8.3.0,8.3.0,pt,Portuguese
00c1ef54-73fb-4265-bce9-09711a5da75d,Maravilhoso,5,2022-07-11,2022-07-11,20600002127947_8.2.6,8.2.6,pt,Portuguese
00cd308f-73e9-4285-a91d-11e7697f8efc,Amei os produtos ...a qualidade é aquela mostrada na imagem.,5,2022-07-15,2022-07-15,20600002127947_8.3.4,8.3.4,pt,Portuguese
00d0ab33-021a-4ac6-9264-46994acccb8e,"Ótimo app, super fácil e prático, as peças vem igual está no app, compro direto e adoro tudo 🥰🥰",5,2022-07-12,2022-07-12,20600002127947_8.2.6,8.2.6,pt,Portuguese
00d19d47-b35c-454e-a54c-4751de879037,Muito bom,5,2022-07-14,2022-07-14,20600002127947_8.3.4,8.3.4,pt,Portuguese
00dc2c63-b47a-45b0-8750-9433437ff59f,"Gosto muito do APP, é excelente!!",5,2022-07-10,2022-07-10,20600002127947_8.3.0,8.3.0,pt,Portuguese
